Province,Age,Gender,Education,Employment,Income_Group,Weight,Rel_Satisfaction,Online_Contact_Freq,SM_Interfere_Rel,SM_Interfere_Life,SM_Anxious_Envious,SM_AI_Chatbot,SM_AI_Email,Household_Type,Online_Shopping
Quebec,45–54 years,Female,University degree,Employed,"≥ $163,751",1596.005239059,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Saskatchewan,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"≤ $42,256",363.92068599,Somewhat satisfied,Everyday,No,Yes,No,No,No,Family without children <18,Did not shop online
Quebec,55–64 years,Male,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",2060.96658403,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,25–34 years,Male,University degree,Employed,"≤ $42,256",1855.025674921,Somewhat satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1165.203666735,,,,,,,,Single-person household,
Quebec,35–44 years,Female,University degree,Employed,"≥ $163,751",1490.390742506,Somewhat satisfied,Everyday,No,Yes,Yes,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,High school or less,Employed,"$72,367 – $107,480",993.889079031,Completely satisfied,Once a week,No,No,No,No,No,,Did not shop online
Manitoba,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",349.119954347,Completely satisfied,Everyday,Yes,Yes,No,No,No,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",51.124660316,,,,,,,,Family without children <18,
British Columbia,65 years and over,Male,High school or less,Not employed,"≤ $42,256",651.510032064,Neutral,Once a month,No,No,Yes,No,No,Single-person household,Did not shop online
Prince Edward Island,65 years and over,Female,University degree,Employed,"$72,367 – $107,480",38.346963034,Completely satisfied,Everyday,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
British Columbia,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1433.485616567,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,25–34 years,Female,University degree,Employed,"$42,257 – $72,366",1176.801673748,Somewhat satisfied,A few times a week,No,Yes,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Alberta,45–54 years,Female,University degree,Employed,"$72,367 – $107,480",1847.289600968,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,Some post-secondary (incl. certificate),Not employed,"≥ $163,751",769.621497415,Completely satisfied,Everyday,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,,Not employed,"$107,481 – $163,750",961.620492989,Completely satisfied,Not in the past month,No,No,No,No,No,Family without children <18,Did not shop online
British Columbia,15–24 years,Female,University degree,Not employed,"≤ $42,256",5658.671599632,Completely satisfied,Everyday,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,55–64 years,Male,University degree,Employed,"$42,257 – $72,366",223.64315351,Somewhat satisfied,Everyday,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Saskatchewan,65 years and over,Female,High school or less,Not employed,"$72,367 – $107,480",557.174743367,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Manitoba,45–54 years,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1150.494073203,Neutral,A few times a week,No,Yes,Yes,Yes,Yes,Single-person household,Did not shop online
Nova Scotia,25–34 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",1434.591988121,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Single-person household,
Alberta,55–64 years,Male,,,"≤ $42,256",779.690933885,Somewhat satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Alberta,55–64 years,Female,University degree,Not employed,"$72,367 – $107,480",675.351423358,Neutral,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Manitoba,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",879.431256833,Completely satisfied,Everyday,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Alberta,65 years and over,Female,High school or less,Not employed,"$72,367 – $107,480",1726.094710916,Completely satisfied,Once a week,No,No,No,No,No,Single-person household,Did not shop online
Ontario,65 years and over,Male,University degree,Not employed,"≥ $163,751",1373.399345733,Somewhat satisfied,Not in the past month,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,55–64 years,Male,High school or less,Employed,"$107,481 – $163,750",263.879899101,Somewhat satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Nova Scotia,55–64 years,Male,University degree,Employed,"≥ $163,751",591.540907359,Neutral,Once a week,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Manitoba,65 years and over,Female,High school or less,Not employed,"$72,367 – $107,480",304.208380513,Neutral,Everyday,No,Yes,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,45–54 years,Female,University degree,Employed,"$107,481 – $163,750",701.347670223,Neutral,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Employed,"$107,481 – $163,750",1253.387687479,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,,,"≥ $163,751",697.340525263,,,,,,,,Family without children <18,
Alberta,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",2136.710205467,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
New Brunswick,55–64 years,Female,University degree,Employed,"≤ $42,256",1035.367378354,Neutral,A few times a week,No,Yes,No,No,Yes,Single-person household,Did not shop online
Quebec,65 years and over,Female,High school or less,Not employed,"≤ $42,256",1165.203666735,Somewhat satisfied,Once a week,No,No,No,No,No,Family without children <18,Did not shop online
Nova Scotia,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",331.003592106,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,35–44 years,Female,University degree,Employed,"≥ $163,751",913.384176885,Neutral,Not in the past month,No,No,No,No,No,Family without children <18,Did not shop online
Saskatchewan,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",541.744455018,Somewhat satisfied,Everyday,No,Yes,No,No,Yes,Single-person household,Did not shop online
British Columbia,45–54 years,Female,University degree,Employed,"≥ $163,751",901.542324224,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,55–64 years,Male,University degree,Employed,"≥ $163,751",851.205191199,Completely satisfied,Everyday,No,No,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,University degree,Not employed,"$72,367 – $107,480",643.436243904,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Did not shop online
Ontario,25–34 years,Female,,,"$107,481 – $163,750",4416.360905817,,,,,,,,Family without children <18,
Saskatchewan,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",342.097158753,Somewhat satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",993.889079031,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"$72,367 – $107,480",2883.058806961,Completely satisfied,Everyday,Yes,Yes,Yes,No,No,Family with children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,,,"≥ $163,751",1028.210795282,Completely satisfied,Everyday,No,No,No,,,Family with children <18,
Newfoundland and Labrador,45–54 years,Female,Some post-secondary (incl. certificate),Not employed,"≥ $163,751",199.308789774,,,No,No,No,No,No,Family without children <18,Did not shop online
Nova Scotia,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",405.357242684,Completely satisfied,Everyday,No,Yes,No,No,No,Family without children <18,Online shopper (≥ $1)
British Columbia,45–54 years,Female,University degree,Not employed,"$107,481 – $163,750",901.542324224,Neutral,Everyday,Yes,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Employed,"$72,367 – $107,480",1792.397599083,Somewhat satisfied,A few times a week,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,55–64 years,Male,University degree,Not employed,"$72,367 – $107,480",50.605880224,Completely satisfied,Once a week,No,No,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Male,High school or less,Not employed,"≥ $163,751",1573.219131733,Completely satisfied,A few times a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,25–34 years,Male,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",5359.50727709,Neutral,Everyday,Yes,Yes,Yes,Yes,No,Single-person household,Online shopper (≥ $1)
Ontario,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1832.202528176,Somewhat satisfied,Everyday,No,Yes,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,65 years and over,Male,High school or less,Not employed,"≤ $42,256",1274.907982369,,,,,,,,Single-person household,
Ontario,35–44 years,Female,High school or less,Employed,"$42,257 – $72,366",1030.011852296,Somewhat satisfied,Everyday,No,Yes,No,No,No,Family with children <18,Online shopper (≥ $1)
Quebec,45–54 years,Male,University degree,Employed,"$107,481 – $163,750",857.45145155,Completely satisfied,,No,No,No,Yes,Yes,Family with children <18,Did not shop online
Quebec,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1795.084675719,Completely satisfied,A few times a week,Yes,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,,,"$107,481 – $163,750",787.797051309,Neutral,,No,No,Yes,,,Family without children <18,
British Columbia,55–64 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",2624.876433887,,2–3 times a month,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,25–34 years,Female,University degree,Employed,"$42,257 – $72,366",883.15933391,Neutral,A few times a week,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,35–44 years,Female,,,"≥ $163,751",1298.307104375,,,,,,,,Family with children <18,
British Columbia,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",989.881112416,Completely satisfied,Everyday,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,25–34 years,Male,University degree,Employed,"$107,481 – $163,750",2579.396559219,Completely satisfied,Everyday,No,No,No,No,Yes,Family with children <18,Did not shop online
Quebec,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",481.719228449,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",70.216536473,Somewhat satisfied,A few times a week,No,No,No,No,No,Single-person household,Did not shop online
Manitoba,35–44 years,Male,High school or less,Employed,"$107,481 – $163,750",893.778616543,Somewhat satisfied,A few times a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",1696.497993471,Somewhat satisfied,Everyday,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Quebec,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1905.442075578,Somewhat dissatisfied,,No,Yes,Yes,No,No,Single-person household,Did not shop online
Ontario,35–44 years,Female,University degree,Employed,"≥ $163,751",1300.643100867,Somewhat satisfied,Everyday,Yes,No,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,45–54 years,Female,University degree,Employed,"≥ $163,751",3207.261064726,Somewhat satisfied,Everyday,Yes,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",707.419080213,Somewhat satisfied,Once a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
New Brunswick,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",241.05217689,Somewhat satisfied,,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1123.068889024,,,,,,,,Family without children <18,
